Estado,Medida,Puntaje_de_Medida,Año,ID_de_Medida
US,"US: Prevalent Comorbidities - Average % with Drug Dependence, 2022",1.25,2022,clmdrugmy4_u
US,"US: Prevalent Comorbidities - Average % with Gastro-Intestinal Tract Bleeding, 2022",3.11,2022,clmgtbmy4_u
US,"US: Prevalent Comorbidities - Average % with Hepatitis B, 2022",0.48,2022,clmhepbmy4_u
US,"US: Prevalent Comorbidities - Average % with Hepatitis Other, 2022",1.62,2022,clmhepothmy4_u
US,"US: Prevalent Comorbidities - Average % with Hyperparathyearoidism, 2022",21.05,2022,clmhypthymy4_u
US,"US: Prevalent Comorbidities - Average % with Non-Vascular Access-Related Infection, 2022",18.96,2022,clminfmy4_u
US,"US: Prevalent Comorbidities - Average % with Ischemic Heart Disease, 2022",26.88,2022,clmihdmy4_u
US,"US: Prevalent Comorbidities - Average % with Myocardial Infarction, 2022",8.15,2022,clmmimy4_u
US,"US: Prevalent Comorbidities - Average % with Peripheral Vascular Disease, 2022",17.42,2022,clmpvdmy4_u
US,"US: Prevalent Comorbidities - Average % with Pneumonia, 2022",3.61,2022,clmpnemy4_u
US,"US: Prevalent Comorbidities - Average Number of Comorbid Conditions, 2022",2.31,2022,clmcntcomy4_u
US,"US: Prevalent Comorbidities - Average % with Vascular Access-Related Infection, 2022",4.95,2022,clminfvamy4_u
US,"US: Prevalent Comorbidities - Average % with Metastatic Infection, 2022",1.56,2022,clmmstinfmy4_u
US,"US: Prevalent Comorbidities - Average % with Tuberculosis, 2022",0.24,2022,clmtbmy4_u
US,"US (AFS): Facility Information - Average number of patients, 2022",99.89,2022,allcnty4m_u
US,US (AFS): Facility Information - Average number of all patients on 12/31/2022,64.69,2022,endcnty4m_u
US,"US (AFS): Facility Information - Average % of patients transferred in, 2022",17.53,2022,transiny4_u
US,"US (AFS): Facility Information - Average % of patients transferred out, 2022",17.91,2022,transouty4_u
US,US (AFS): Facility Information - Average % Medicare patients on 12/31/2022,81.2,2022,medicarey4_u
US,US (AFS): Facility Information - Average % Medicare pending on 12/31/2022,8.52,2022,medpendy4_u
US,US (AFS): Facility Information - Average % Non-Medicare on 12/31/2022,10.28,2022,nonmedy4_u
US,U (QIES): Facility Information  Average number of Condition-Level Citations/Survey,0.22,2022,cfc_U
US,U (QIES): Facility Information  Average number of Standard-Level Citations/Survey,4.21,2022,std_U
US,"US: Prevalent Patients (Pediatric) - Age: % under 5 years, 12/31/2022",29.35,2022,p_age1y4_u
US,"US: Prevalent Patients (Pediatric) - Age: % between 5-9 years, 12/31/2022",14.57,2022,p_age2y4_u
US,"US: Prevalent Patients (Pediatric) - Age: % between 10-14 years, 12/31/2022",28.84,2022,p_age3y4_u
US,"US: Prevalent Patients (Pediatric) - Age: % between 15-17 years, 12/31/2022",27.24,2022,p_age4y4_u
US,"US: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Diabetes, 12/31/2022",1.81,2022,p_dis1y4_u
US,"US: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Hypertension, 12/31/2022",2.01,2022,p_dis2y4_u
US,"US: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Glomerulonephritis, 12/31/2022",29.85,2022,p_dis3y4_u
US,"US: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Cystic Kidney, 12/31/2022",33.47,2022,p_dis4y4_u
US,"US: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Congenital/Hereditary, 12/31/2022",0.0,2022,p_dis5y4_u
US,"US: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Hemolytic Uremic Syndrome, 12/31/2022",0.0,2022,p_dis6y4_u
US,"US: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Other Cause, 12/31/2022",25.63,2022,p_dis7y4_u
US,"US: Prevalent Patients (Pediatric) - Primary Cause of ESRD: % Missing/Unknown Cause, 12/31/2022",7.24,2022,p_dis8y4_u
US,"US: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy less than 1 year, 12/31/2022",26.03,2022,p_vin1y4_u
US,"US: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for 1-2 years, 12/31/2022",23.82,2022,p_vin2y4_u
US,"US: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for 2-3 years, 12/31/2022",14.87,2022,p_vin3y4_u
US,"US: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for 3-6 years, 12/31/2022",18.59,2022,p_vin4y4_u
US,"US: Prevalent Patients (Pediatric) - Vintage: % on ESRD Therapy for over 6 years, 12/31/2022",16.68,2022,p_vin5y4_u
US,"US: Prevalent Patients (Pediatric) - Race: % Asian/Pacific Islander, 12/31/2022",3.82,2022,p_rac1y4_u
US,"US: Prevalent Patients (Pediatric) - Race: % African American, 12/31/2022",29.95,2022,p_rac2y4_u
US,"US: Prevalent Patients (Pediatric) - Race: % Native American, 12/31/2022",2.11,2022,p_rac3y4_u
US,"US: Prevalent Patients (Pediatric) - Race: % White, 12/31/2022",61.71,2022,p_rac4y4_u
US,"US: Prevalent Patients (Pediatric) - Race: % Other/Unk/Missing race, 12/31/2022",2.41,2022,p_rac5y4_u
US,"US: Prevalent Patients (Pediatric) - Ethnicity: % Hispanic, 12/31/2022",26.83,2022,p_eth1y4_u
US,"US: Prevalent Patients (Pediatric) - Ethnicity: % Non-Hispanic, 12/31/2022",72.66,2022,p_eth2y4_u
US,"US: Prevalent Patients (Pediatric) - Ethnicity: % Unknown Ethnicity, 12/31/2022",0.5,2022,p_eth3y4_u
US,"US: Prevalent Patients (Pediatric) - Sex: % Female, 12/31/2022",41.11,2022,p_sexy4_u
US,"US: Prevalent Patients (Pediatric) - Modality: % on Hemodialysis, 12/31/2022",46.13,2022,p_modhdy4_u
US,"US: Prevalent Patients (Pediatric) - Modality: % on Home Hemodialysis, 12/31/2022",0.4,2022,p_modhhdy4_u
US,"US: Prevalent Patients (Pediatric) - Modality: % on Continuous Ambulatory Peritoneal Dialysis, 12/31/2022",1.11,2022,p_modcapdy4_u
US,"US: Prevalent Patients (Pediatric) - Modality: % on Continuous Cycling Peritoneal Dialysis, 12/31/2022",51.96,2022,p_modccpdy4_u
US,"US: Prevalent Patients (Pediatric) - Modality: % on Other Modality, 12/31/2022",0.4,2022,p_modothry4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent with Medicare coverage, 2022",20.83,2022,p_allmdcrmy4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent with Medicaid coverage only, 2022",45.47,2022,p_insmdcdmy4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent with employer group coverage only, 2022",18.76,2022,p_insempmy4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent with None, other or unknown coverage only, 2022",14.94,2022,p_insnonothmy4_u
US,"US (2728): Incident Patients  (Pediatric) - No Pre-ESRD Nephrologist Care, 2022",19.08,2022,p_nephnomy4_u
US,"US (2728): Incident Patients  (Pediatric) - Pre-ESRD Nephrologist Care Less Than 6 months, 2022",25.91,2022,p_nephy6my4_u
US,"US (2728): Incident Patients  (Pediatric) - Pre-ESRD Nephrologist Care Between 6 and 12 months, 2022",14.79,2022,p_nephy612my4_u
US,"US (2728): Incident Patients  (Pediatric) - Pre-ESRD Nephrologist Care Greater Than 12 months, 2022",31.0,2022,p_nephy12my4_u
US,"US (2728): Incident Patients  (Pediatric) - Unknown Pre-ESRD Nephrologist Care, 2022",9.22,2022,p_nephunkmissmy4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent of Patients Informed of Transplant Options, 2022",91.1,2022,p_ptinfymy4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent of Incident HD Patients: AV Fistula, 2022",3.73,2022,p_mefavfmy4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent of Incident HD Patients: AV Graft, 2022",1.0,2022,p_mefgraftmy4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent of Incident HD Patients: Catheter, 2022",95.27,2022,p_mefcathmy4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent of Incident HD Patients: Other/Unknown/Missing, 2022",0.0,2022,p_mefoumaccessmy4_u
US,"US (2728): Incident Patients  (Pediatric) - Percent of Incident Patients with Fistulae placed, 2022",4.73,2022,p_avfpresentmy4_u
US,"U: Prevalent VA Type (Pediatric) - % of patients receiving treatment with fistulae, 2022",14.53,2022,p_ppavfy4_u
US,"U: Prevalent VA Type (Pediatric) - Long-Term Catheter Rate, 2022",67.69,2022,p_ltcy4_u
US,"US: Prevalent Waitlist (Pediatric) - % of patient-months (<18 only) on waitlist, 2022",32.64,2022,p_WLy4_u
US,"US: Prevalent Waitlist (Pediatric) - % of patient-months <10 years on waitlist, 2022",30.02,2022,p_WLlt10y4_u
US,"US: Prevalent Waitlist (Pediatric) - % of patient-months aged 10-17 on waitlist, 2022",39.28,2022,p_WL1017y4_u
US,"US: HD HGB (Pediatric) - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2022",10.8,2022,p_CWhdavgHGBy4_u
US,"US: HD HGB (Pediatric) - % of patient-months with hemoglobin < 10 g/dL, 2022",21.79,2022,p_CWhdhgb1y4_u
US,"US: HD HGB (Pediatric) - % of patient-months with hemoglobin 10 - <11 g/dL, 2022",24.81,2022,p_CWhdhgb2y4_u
US,"US: HD HGB (Pediatric) - % of patient-months with hemoglobin 11 - 12 g/dL, 2022",29.86,2022,p_CWhdhgb3y4_u
US,"US: HD HGB (Pediatric) - % of patient-months with hemoglobin > 12 g/dL, 2022",14.8,2022,p_CWhdhgb4y4_u
US,"US: HD HGB (Pediatric) - % of patient-months with hemoglobin Missing or Out of Range, 2022",8.73,2022,p_CWhdhgb5y4_u
US,"US: PD HGB (Pediatric) - Average hemoglobin levels (g/dL), of valid in-range patient-months, 2022",10.83,2022,p_CWpdavgHGBy4_u
US,"US: PD HGB (Pediatric) - % of patient-months with hemoglobin < 10 g/dL, 2022",25.13,2022,p_CWpdhgb1y4_u
US,"US: PD HGB (Pediatric) - % of patient-months with hemoglobin 10 - <11 g/dL, 2022",22.72,2022,p_CWpdhgb2y4_u
US,"US: PD HGB (Pediatric) - % of patient-months with hemoglobin 11 - 12 g/dL, 2022",21.81,2022,p_CWpdhgb3y4_u
US,"US: PD HGB (Pediatric) - % of patient-months with hemoglobin > 12 g/dL, 2022",18.69,2022,p_CWpdhgb4y4_u
US,"US: PD HGB (Pediatric) - % of patient-months with hemoglobin Missing or Out of Range, 2022",11.65,2022,p_CWpdhgb5y4_u
US,"U: Albumin (Pediatric) - Average serum albumin (g/dL), of valid in range HD patient-months, 2022",4.0,2022,p_CWhdalby4_u
US,"U: Albumin (Pediatric) - % of HD patient-months with Serum Albumin < 3 g/dL, 2022",2.55,2022,p_CWhdalb1y4_u
US,"U: Albumin (Pediatric) - % of HD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2022",8.54,2022,p_CWhdalb2y4_u
US,"U: Albumin (Pediatric) - % of HD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2022",26.6,2022,p_CWhdalb3y4_u
US,"U: Albumin (Pediatric) - % of HD patient-months with Serum Albumin >= 4 g/dL, 2022",53.47,2022,p_CWhdalb4y4_u
US,"U: Albumin (Pediatric) - % of HD patient-months with Serum Albumin Missing, 2022",8.84,2022,p_CWhdalb5y4_u
US,"U:  Albumin (Pediatric) - Average Serum Albumin, of valid in range PD patient-months, 2022",3.67,2022,p_CWpdalby4_u
US,"U:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin < 3 g/dL, 2022",11.36,2022,p_CWpdalb1y4_u
US,"U:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin 3 - < 3.5 g/dL, 2022",17.53,2022,p_CWpdalb2y4_u
US,"U:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin 3.5 - < 4 g/dL, 2022",26.55,2022,p_CWpdalb3y4_u
US,"U:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin >= 4 g/dL, 2022",31.39,2022,p_CWpdalb4y4_u
US,"U:  Albumin (Pediatric) - % of PD patient-months with Serum Albumin Missing, 2022",13.17,2022,p_CWpdalb5y4_u
US,"U: PD Kt/V (Pediatric)- % of patient-months with Kt/V >= 1.8, 2022",74.58,2022,p_CWpdktvge18y4_u
US,"U: HD Kt/V (Pediatric)- % of patient-months with Kt/V >= 1.2, 2022",88.23,2022,p_CWhdktvge12y4_u
US,"US: Patient Placement -  % of incident patients, 2022",17.13,2022,ppidy4_u
US,"US: Patient Placement -  % of patients continuing at facility, 2022",70.74,2022,ppcdy4_u
US,"US: Patient Placement -  % of patients that transfered into facility, 2022",12.13,2022,pptdy4_u
US,"US: End of Year Status - % of patients death attributed to this facility, 2022",13.72,2022,pdhdy4_u
US,"US: End of Year Status - % of patients death attributed to another facility, 2022",1.99,2022,pdody4_u
US,"US: End of Year Status - % of patients that received a transplant, 2022",3.05,2022,ptxdy4_u
US,"US: End of Year Status - % of patients alive in this facility, 2022",68.82,2022,pahdy4_u
US,"US: End of Year Status - % of patients alive in another facility, 2022",8.78,2022,paody4_u
US,"US: End of Year Status - % of patients other, 2022",3.64,2022,potdy4_u
US,US (AFS): Facility Information - Average number of in-center HD patients on 12/31/2022,54.48,2022,iuhemy4m_u
US,US (AFS): Facility Information - Average number of in-center frequent HD patients on 12/31/2022,0.02,2022,iufreqy4m_u
US,US (AFS): Facility Information - Average number of in-center non-frequent HD patients on 12/31/2022,54.46,2022,iunonfreqy4m_u
US,US (AFS): Facility Information - Average number of in-center patients with other modality on 12/31/2022,0.01,2022,iuothy4m_u
US,US (AFS): Facility Information - Average number of in-center Continuous Ambulatory Peritoneal Dialysis patients on 12/31/2022,0.0,2022,iucapdy4m_u
US,US (AFS): Facility Information - Average number of in-center Continuous Cycling Peritoneal Dialysis patients on 12/31/2022,0.0,2022,iuccpdy4m_u
US,US (AFS): Facility Information - Average number of home HD patients on 12/31/2022,1.98,2022,ihhemy4m_u
US,US (AFS): Facility Information - Average number of home frequent HD patients on 12/31/2022,0.61,2022,ihfreqy4m_u
US,US (AFS): Facility Information - Average number of home non-frequent HD patients on 12/31/2022,1.37,2022,ihnonfreqy4m_u
US,US (AFS): Facility Information - Average number of home patients with other modality on 12/31/2022,0.0,2022,ihothy4m_u
US,US (AFS): Facility Information - Average number of home Continuous Ambulatory Peritoneal Dialysis patients on 12/31/2022,0.91,2022,ihcapdy4m_u
US,US (AFS): Facility Information - Average number of home Continuous Cycling Peritoneal Dialysis patients on 12/31/2022,7.3,2022,ihccpdy4m_u
US,"US (AFS): Facility Information - Average number of total staff positions on Dec 31 (full & part time), 2022",14.2,2022,staffy4m_u
US,US (AFS): Facility Information - Average number of full time nurses on 12/31/2022,4.33,2022,nurseFTy4m_u
US,US (AFS): Facility Information - Average number of full time patient care technicians on 12/31/2022,5.64,2022,ptcareFTy4m_u
US,US (AFS): Facility Information - Average number of full time renal dieticians on 12/31/2022,1.05,2022,dietFTy4m_u
US,US (AFS): Facility Information - Average number of full time social workers on 12/31/2022,1.07,2022,socwkFTy4m_u
US,US (AFS): Facility Information - Average number of part time nurses on 12/31/2022,0.77,2022,nursePTy4m_u
US,US (AFS): Facility Information - Average number of part time patient care technicians on 12/31/2022,0.68,2022,ptcarePTy4m_u
US,US (AFS): Facility Information - Average number of part time renal dieticians on 12/31/2022,0.35,2022,dietPTy4m_u
US,US (AFS): Facility Information -  Average number of part time social workers on 12/31/2022,0.32,2022,socwkPTy4m_u
US,F (AFS): Facility Information - Vocational Rehab number of Patients 18-54 on 12/31/2022,32.52,2022,vocrehaby4m_u
US,"US (AFS): Facility Information - Average % incident patients, 2022",15.52,2022,incpery4_u
US,US (AFS): Facility Information - % Patients 18-54 who are employed on 12/31/2022,27.14,2022,employedy4_u
US,US (AFS): Facility Information - % Patients 18-54 who are school on 12/31/2022,0.87,2022,schooly4_u
US,"US: Prevalent VA Type (Nursing Home) - % of Patients Receiving Treatment with Fistulae, 2022",47.37,2022,nh_ppavfy4_u
US,"US: Prevalent VA Type (Nursing Home) - Long-Term Catheter Rate, 2022",23.36,2022,nh_ltcy4_u
US,"US: HD Kt/V (Nursing Home)- % of Patient-months with Kt/V < 1.2, 2022",2.69,2022,nh_CWhdktv1y4_u
US,"US: PD Kt/V (Nursing Home) - % of Patient-months with with Kt/V < 1.7, 2022",8.86,2022,nh_CWpdktv1y4_u
US,"US: HD HGB (Nursing Home) - % of Patient-months with Hemoglobin < 10 g/dL, 2022",30.51,2022,nh_CWhdhgb1y4_u
US,"US: HD HGB (Nursing Home) - % of Patient-months with ESA Prescribed, 2022",79.19,2022,nh_CWhdesarxy4_u
US,"US: PD HGB (Nursing Home) - % of Patient-months with Hemoglobin < 10 g/dL, 2022",28.53,2022,nh_CWpdhgb1y4_u
US,"US: PD HGB (Nursing Home) - % of Patient-months with ESA Prescribed, 2022",55.69,2022,nh_CWpdesarxy4_u
US,"US: All Patient Mortality (Nursing Home) - Observed death rate (per 100 patient-years), 2022",45.06,2022,nh_obdry4_u
US,"US: All Patient Mortality (Nursing Home) - Standardized Mortality Ratio (SMR), 2022",1.25,2022,nh_smry4_u
US,"US: All Patient Mortality (Nursing Home) - % of deaths from withdrawal, 2022",25.73,2022,nh_wity4_u
US,"US: SHR (Nursing Home Admissions) - Observed Admission Rate (per patient-year in average facility), 2022",288.51,2022,nh_obhtry4_u
US,"US: SHR (Nursing Home Admissions) - Standardized Hospitalization Ratio for Admissions, 2022",1.53,2022,nh_shrty4_u
US,"US: Hospitalization (Nursing Home) - Diagnosis: % with Septicemia, 2022",22.41,2022,nh_sepiy4_u
